stage,full_error_message
AGE,I'm not sure I follow. Please specify your weight in numbers.
AGE,I didn't quite catch that. How much do you weigh? Just the number is fine. Can you clarify?
AGE,"[Name], I didn't quite get that. How much do you weigh? Just the number is fine. Can you clarify?"
AGE,"Sorry, I missed that. How much do you weigh? Just the number is fine."
AGE,"Oops, missed that. How much do you weigh? Just the number is fine."
AGE,"Hmm, that didn't compute. How much do you weigh? Just the number is fine. Can you clarify?"
AGE,"Sorry [Name], could you clarify? How much do you weigh? Just the number is fine."
AGE,"[Name], I didn't quite get that. Could you tell me your current weight?"
AGE,I didn't quite catch that. Could you tell me your current weight?
AGE,"Oops, missed that. I need a valid number for your weight. Take your time."
AGE,"Wait, say that again? Please specify your weight in numbers. Take your time."
AGE,"Hmm, that didn't compute. Please specify your weight in numbers. Let me know."
AGE,"Oops, missed that. How much do you weigh? Just the number is fine. Any ideas?"
AGE,I didn't quite catch that. Could you tell me your current weight?
AGE,"Wait, say that again? How much do you weigh? Just the number is fine."
AGE,"Hmm, that didn't compute. I need a valid number for your weight. Just say the word."
AGE,I think I misheard you. How much do you weigh? Just the number is fine.
AGE,"[Name], I didn't quite get that. How much do you weigh? Just the number is fine. I'm ready when you are."
AGE,"Sorry [Name], could you clarify? Please specify your weight in numbers."
AGE,"Oops, missed that. I need a valid number for your weight."
AGE,I didn't quite catch that. Please specify your weight in numbers. Can you clarify?
AGE,"[Name], I didn't quite get that. I need a valid number for your weight. Let's try again."
AGE,"Sorry [Name], could you clarify? Could you tell me your current weight?"
AGE,Could you repeat that? Could you tell me your current weight? Let's try again.
AGE,"Sorry [Name], could you clarify? Could you tell me your current weight?"
AGE,"Wait, say that again? How much do you weigh? Just the number is fine. Take your time."
AGE,"Oops, missed that. Please specify your weight in numbers. Just say the word."
AGE,Could you repeat that? I need a valid number for your weight.
AGE,"Sorry, I missed that. How much do you weigh? Just the number is fine."
AGE,I think I misheard you. Please specify your weight in numbers. Any ideas?
AGE,"Sorry [Name], could you clarify? How much do you weigh? Just the number is fine."
AGE,I'm not sure I follow. I need a valid number for your weight. Let's try again.
AGE,I think I misheard you. I need a valid number for your weight. I'm ready when you are.
AGE,I'm not sure I follow. How much do you weigh? Just the number is fine.
AGE,I didn't quite catch that. How much do you weigh? Just the number is fine. What do you say?
AGE,"My apologies, I didn't understand. Please specify your weight in numbers. Can you clarify?"
AGE,"Sorry [Name], could you clarify? Could you tell me your current weight?"
AGE,"Sorry [Name], could you clarify? How much do you weigh? Just the number is fine."
AGE,"Hmm, that didn't compute. Could you tell me your current weight?"
AGE,I'm not sure I follow. I need a valid number for your weight.
AGE,"Hmm, that didn't compute. Could you tell me your current weight? Any ideas?"
AGE,"Hmm, that didn't compute. How much do you weigh? Just the number is fine."
AGE,Could you repeat that? Please specify your weight in numbers. Just say the word.
AGE,"Sorry, I missed that. Could you tell me your current weight? Let me know."
AGE,"Hmm, that didn't compute. I need a valid number for your weight. I'm ready when you are."
AGE,I think I misheard you. How much do you weigh? Just the number is fine. What do you say?
AGE,"My apologies, I didn't understand. I need a valid number for your weight. Can you clarify?"
AGE,Let's try that one more time. How much do you weigh? Just the number is fine.
AGE,"Sorry [Name], could you clarify? Please specify your weight in numbers."
AGE,I think I misheard you. Could you tell me your current weight? Any ideas?
AGE,Could you repeat that? Please specify your weight in numbers. Let me know.
AGE,"Hmm, that didn't compute. Please specify your weight in numbers."
AGE,I think I misheard you. How much do you weigh? Just the number is fine.
AGE,Could you repeat that? How much do you weigh? Just the number is fine.
AGE,"[Name], I didn't quite get that. How much do you weigh? Just the number is fine."
AGE,"Sorry, I missed that. Please specify your weight in numbers."
AGE,"Sorry [Name], could you clarify? Please specify your weight in numbers."
AGE,"Sorry [Name], could you clarify? Could you tell me your current weight? Take your time."
AGE,"Sorry [Name], could you clarify? I need a valid number for your weight. Just say the word."
AGE,"Sorry, I missed that. Please specify your weight in numbers. Just say the word."
AGE,"Wait, say that again? How much do you weigh? Just the number is fine. Let me know."
AGE,I'm not sure I follow. Please specify your weight in numbers.
AGE,"Hmm, that didn't compute. Please specify your weight in numbers."
AGE,"My apologies, I didn't understand. How much do you weigh? Just the number is fine."
AGE,"Sorry, I missed that. Could you tell me your current weight?"
AGE,"Hmm, that didn't compute. Please specify your weight in numbers."
AGE,"Wait, say that again? I need a valid number for your weight."
AGE,I think I misheard you. How much do you weigh? Just the number is fine. Let's try again.
AGE,"[Name], I didn't quite get that. How much do you weigh? Just the number is fine."
AGE,I think I misheard you. Please specify your weight in numbers. Let's try again.
AGE,"[Name], I didn't quite get that. I need a valid number for your weight."
AGE,"Sorry [Name], could you clarify? I need a valid number for your weight."
AGE,"[Name], I didn't quite get that. Please specify your weight in numbers."
AGE,I think I misheard you. Could you tell me your current weight?
AGE,Could you repeat that? I need a valid number for your weight.
AGE,"Sorry, I missed that. I need a valid number for your weight."
AGE,"Sorry, I missed that. I need a valid number for your weight. Let me know."
AGE,I didn't quite catch that. Could you tell me your current weight? I'm ready when you are.
AGE,I'm not sure I follow. How much do you weigh? Just the number is fine.
AGE,"Wait, say that again? How much do you weigh? Just the number is fine. What do you say?"
AGE,I didn't quite catch that. Could you tell me your current weight?
AGE,I think I misheard you. Could you tell me your current weight?
AGE,Let's try that one more time. Could you tell me your current weight? Let me know.
AGE,I'm not sure I follow. Could you tell me your current weight?
AGE,"[Name], I didn't quite get that. Could you tell me your current weight? Let me know."
AGE,I'm not sure I follow. Could you tell me your current weight?
AGE,"Wait, say that again? I need a valid number for your weight. Any ideas?"
AGE,"My apologies, I didn't understand. Could you tell me your current weight? Just say the word."
AGE,"[Name], I didn't quite get that. How much do you weigh? Just the number is fine. Let's try again."
AGE,"Sorry [Name], could you clarify? How much do you weigh? Just the number is fine. Just say the word."
AGE,"Oops, missed that. I need a valid number for your weight. Any ideas?"
AGE,I think I misheard you. How much do you weigh? Just the number is fine. Can you clarify?
AGE,Could you repeat that? How much do you weigh? Just the number is fine. Just say the word.
AGE,"Sorry [Name], could you clarify? How much do you weigh? Just the number is fine."
AGE,"[Name], I didn't quite get that. Please specify your weight in numbers. Take your time."
AGE,"Wait, say that again? Please specify your weight in numbers."
AGE,"Hmm, that didn't compute. I need a valid number for your weight. Can you clarify?"
AGE,Could you repeat that? Could you tell me your current weight? Let me know.
AGE,"[Name], I didn't quite get that. Could you tell me your current weight? Take your time."
AGE,"Hmm, that didn't compute. Please specify your weight in numbers."
AGE,"Oops, missed that. How much do you weigh? Just the number is fine."
AGE,I didn't quite catch that. I need a valid number for your weight.
AGE,I think I misheard you. I need a valid number for your weight. Any ideas?
AGE,Let's try that one more time. How much do you weigh? Just the number is fine.
AGE,Could you repeat that? Please specify your weight in numbers.
AGE,Let's try that one more time. I need a valid number for your weight. What do you say?
AGE,"Wait, say that again? Please specify your weight in numbers."
AGE,Let's try that one more time. How much do you weigh? Just the number is fine.
AGE,"My apologies, I didn't understand. Could you tell me your current weight? Any ideas?"
AGE,I'm not sure I follow. How much do you weigh? Just the number is fine. I'm ready when you are.
AGE,"Sorry, I missed that. I need a valid number for your weight."
AGE,I think I misheard you. Please specify your weight in numbers. Just say the word.
